ONSConstID,ConstituencyName,RegionID,RegionName,CountryID,CountryName,DateOfThisUpdate,DateOfDataset,WageMedianConst,WageMedianRegion,WageMedianCountry,
E14001051,Wolverhampton South West,E15000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,580,550,580,
E14001052,Worcester,E15000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,540,550,580,
E14001058,Wyre Forest,E15000005,West Midlands,K02000001,UK,04/11/2019,01/04/2019,550,550,580,
E14000544,Basildon and Billericay,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,590,610,580,
E14000552,Bedford,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,540,610,580,
E14000590,Braintree,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,560,610,580,
E14000594,Brentwood and Ongar,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,780,610,580,
E14000603,Broadland,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,570,610,580,
E14000606,Broxbourne,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,630,610,580,
E14000613,Bury St Edmunds,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,560,610,580,
E14000617,Cambridge,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,630,610,580,
E14000622,Castle Point,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,610,610,580,
E14000624,Central Suffolk and North Ipswich,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,630,610,580,
E14000628,Chelmsford,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,630,610,580,
E14000642,Clacton,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,470,610,580,
E14000644,Colchester,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,580,610,580,
E14000693,Epping Forest,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,730,610,580,
E14000717,Great Yarmouth,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,480,610,580,
E14000729,Harlow,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,540,610,580,
E14000734,Harwich and North Essex,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,610,610,580,
E14000739,Hemel Hempstead,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,600,610,580,
E14000744,Hertford and Stortford,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,720,610,580,
E14000745,Hertsmere,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,680,610,580,
E14000749,Hitchin and Harpenden,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,820,610,580,
E14000757,Huntingdon,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,600,610,580,
E14000761,Ipswich,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,520,610,580,
E14000800,Luton North,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,620,610,580,
E14000801,Luton South,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,540,610,580,
E14000806,Maldon,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,670,610,580,
E14000813,Mid Bedfordshire,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,680,610,580,
E14000816,Mid Norfolk,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,550,610,580,
E14000841,North East Bedfordshire,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,640,610,580,
E14000842,North East Cambridgeshire,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,530,610,580,
E14000845,North East Hertfordshire,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,760,610,580,
E14000848,North Norfolk,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,500,610,580,
E14000855,North West Cambridgeshire,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,560,610,580,
E14000859,North West Norfolk,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,520,610,580,
E14000863,Norwich North,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,490,610,580,
E14000864,Norwich South,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,570,610,580,
E14000878,Peterborough,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,500,610,580,
E14000888,Rayleigh and Wickford,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,700,610,580,
E14000899,Rochford and Southend East,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,610,610,580,
E14000910,Saffron Walden,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,700,610,580,
E14000933,South Basildon and East Thurrock,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,640,610,580,
E14000934,South Cambridgeshire,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,750,610,580,
E14000937,South East Cambridgeshire,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,690,610,580,
E14000941,South Norfolk,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,600,610,580,
E14000946,South Suffolk,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,620,610,580,
E14000949,South West Bedfordshire,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,620,610,580,
E14000951,South West Hertfordshire,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,650,610,580,
E14000952,South West Norfolk,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,520,610,580,
E14000957,Southend West,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,620,610,580,
E14000960,St Albans,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,710,610,580,
E14000968,Stevenage,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,580,610,580,
E14000981,Suffolk Coastal,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,600,610,580,
E14000995,Thurrock,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,620,610,580,
E14001021,Watford,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,670,610,580,
E14001022,Waveney,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,520,610,580,
E14001027,Welwyn Hatfield,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,610,610,580,
E14001034,West Suffolk,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,530,610,580,
E14001045,Witham,E15000006,East of England,K02000001,UK,04/11/2019,01/04/2019,700,610,580,
E14000540,Barking,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,590,700,580,
E14000549,Battersea,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,830,700,580,
E14000551,Beckenham,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,800,700,580,
E14000553,Bermondsey and Old Southwark,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,750,700,580,
E14000555,Bethnal Green and Bow,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,700,700,580,
E14000558,Bexleyheath and Crayford,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,690,700,580,
E14000591,Brent Central,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,590,700,580,
E14000592,Brent North,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,580,700,580,
E14000593,Brentford and Isleworth,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,720,700,580,
E14000604,Bromley and Chislehurst,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,770,700,580,
E14000615,Camberwell and Peckham,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,620,700,580,
E14000621,Carshalton and Wallington,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,680,700,580,
E14000629,Chelsea and Fulham,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,830,700,580,
E14000634,Chingford and Woodford Green,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,750,700,580,
E14000636,Chipping Barnet,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,760,700,580,
E14000639,Cities of London and Westminster,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,780,700,580,
E14000654,Croydon Central,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,670,700,580,
E14000655,Croydon North,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,620,700,580,
E14000656,Croydon South,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,740,700,580,
E14000657,Dagenham and Rainham,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,570,700,580,
E14000673,Dulwich and West Norwood,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,730,700,580,
E14000674,Ealing Central and Acton,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,670,700,580,
E14000675,Ealing North,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,590,700,580,
E14000676,"Ealing, Southall",E15000007,London,K02000001,UK,04/11/2019,01/04/2019,610,700,580,
E14000679,East Ham,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,610,700,580,
E14000687,Edmonton,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,580,700,580,
E14000690,Eltham,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,720,700,580,
E14000691,Enfield North,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,650,700,580,
E14000692,"Enfield, Southgate",E15000007,London,K02000001,UK,04/11/2019,01/04/2019,700,700,580,
E14000696,Erith and Thamesmead,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,580,700,580,
E14000701,Feltham and Heston,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,560,700,580,
E14000703,Finchley and Golders Green,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,640,700,580,
E14000718,Greenwich and Woolwich,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,730,700,580,
E14000720,Hackney North and Stoke Newington,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,730,700,580,
E14000721,Hackney South and Shoreditch,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,670,700,580,
E14000726,Hammersmith,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,800,700,580,
E14000727,Hampstead and Kilburn,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,850,700,580,
E14000731,Harrow East,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,630,700,580,
E14000732,Harrow West,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,700,700,580,
E14000737,Hayes and Harlington,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,560,700,580,
E14000741,Hendon,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,640,700,580,
E14000750,Holborn and St Pancras,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,680,700,580,
E14000751,Hornchurch and Upminster,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,650,700,580,
E14000752,Hornsey and Wood Green,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,710,700,580,
E14000759,Ilford North,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,630,700,580,
E14000760,Ilford South,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,650,700,580,
E14000763,Islington North,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,740,700,580,
E14000764,Islington South and Finsbury,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,870,700,580,
E14000768,Kensington,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,840,700,580,
E14000770,Kingston and Surbiton,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,740,700,580,
E14000787,Lewisham East,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,630,700,580,
E14000788,Lewisham West and Penge,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,710,700,580,
E14000789,"Lewisham, Deptford",E15000007,London,K02000001,UK,04/11/2019,01/04/2019,690,700,580,
E14000790,Leyton and Wanstead,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,680,700,580,
E14000823,Mitcham and Morden,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,580,700,580,
E14000869,Old Bexley and Sidcup,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,730,700,580,
E14000872,Orpington,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,770,700,580,
E14000882,Poplar and Limehouse,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,850,700,580,
E14000887,Putney,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,850,700,580,
E14000896,Richmond Park,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,790,700,580,
E14000900,Romford,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,690,700,580,
E14000906,"Ruislip, Northwood and Pinner",E15000007,London,K02000001,UK,04/11/2019,01/04/2019,740,700,580,
E14000978,Streatham,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,710,700,580,
E14000984,Sutton and Cheam,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,660,700,580,
E14000998,Tooting,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,760,700,580,
E14001002,Tottenham,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,640,700,580,
E14001005,Twickenham,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,810,700,580,
E14001007,Uxbridge and South Ruislip,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,650,700,580,
E14001008,Vauxhall,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,720,700,580,
E14001013,Walthamstow,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,690,700,580,
E14001032,West Ham,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,630,700,580,
E14001036,Westminster North,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,830,700,580,
E14001040,Wimbledon,E15000007,London,K02000001,UK,04/11/2019,01/04/2019,890,700,580,
E14000530,Aldershot,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14000534,Arundel and South Downs,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,630,640,580,
E14000536,Ashford,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,610,640,580,
E14000538,Aylesbury,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,620,640,580,
E14000539,Banbury,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,620,640,580,
E14000545,Basingstoke,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14000550,Beaconsfield,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,790,640,580,
E14000557,Bexhill and Battle,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,540,640,580,
E14000576,Bognor Regis and Littlehampton,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,460,640,580,
E14000586,Bracknell,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,740,640,580,
E14000597,"Brighton, Kemptown",E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,610,640,580,
E14000598,"Brighton, Pavilion",E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,610,640,580,
E14000608,Buckingham,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,710,640,580,
E14000619,Canterbury,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,620,640,580,
E14000626,Chatham and Aylesford,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,600,640,580,
E14000631,Chesham and Amersham,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,660,640,580,
E14000633,Chichester,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,650,640,580,
E14000652,Crawley,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,570,640,580,
E14000659,Dartford,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,650,640,580,
E14000670,Dover,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,610,640,580,
E14000680,East Hampshire,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,650,640,580,
E14000681,East Surrey,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,710,640,580,
E14000682,East Worthing and Shoreham,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,570,640,580,
E14000684,Eastbourne,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,540,640,580,
E14000685,Eastleigh,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,610,640,580,
E14000694,Epsom and Ewell,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,730,640,580,
E14000697,Esher and Walton,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,820,640,580,
E14000699,Fareham,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,670,640,580,
E14000700,Faversham and Mid Kent,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,560,640,580,
E14000704,Folkestone and Hythe,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,560,640,580,
E14000711,Gillingham and Rainham,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,600,640,580,
E14000713,Gosport,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,580,640,580,
E14000715,Gravesham,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,620,640,580,
E14000719,Guildford,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,780,640,580,
E14000735,Hastings and Rye,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,500,640,580,
E14000736,Havant,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,590,640,580,
E14000742,Henley,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,770,640,580,
E14000753,Horsham,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,660,640,580,
E14000755,Hove,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,630,640,580,
E14000762,Isle of Wight,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,510,640,580,
E14000786,Lewes,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14000803,Maidenhead,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,770,640,580,
E14000804,Maidstone and The Weald,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,600,640,580,
E14000811,Meon Valley,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,670,640,580,
E14000817,Mid Sussex,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14000821,Milton Keynes North,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,650,640,580,
E14000822,Milton Keynes South,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,630,640,580,
E14000824,Mole Valley,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14000827,New Forest East,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,570,640,580,
E14000828,New Forest West,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,660,640,580,
E14000830,Newbury,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,720,640,580,
E14000844,North East Hampshire,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,710,640,580,
E14000852,North Thanet,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,560,640,580,
E14000857,North West Hampshire,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14000873,Oxford East,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,620,640,580,
E14000874,Oxford West and Abingdon,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14000883,Portsmouth North,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,570,640,580,
E14000884,Portsmouth South,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,520,640,580,
E14000889,Reading East,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,650,640,580,
E14000890,Reading West,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,580,640,580,
E14000893,Reigate,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,740,640,580,
E14000898,Rochester and Strood,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,630,640,580,
E14000901,Romsey and Southampton North,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14000907,Runnymede and Weybridge,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,750,640,580,
E14000918,Sevenoaks,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,710,640,580,
E14000927,Sittingbourne and Sheppey,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,590,640,580,
E14000930,Slough,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,620,640,580,
E14000948,South Thanet,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,520,640,580,
E14000953,South West Surrey,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,750,640,580,
E14000955,"Southampton, Itchen",E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,540,640,580,
E14000956,"Southampton, Test",E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,560,640,580,
E14000959,Spelthorne,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14000983,Surrey Heath,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,700,640,580,
E14000997,Tonbridge and Malling,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,690,640,580,
E14001004,Tunbridge Wells,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,690,640,580,
E14001015,Wantage,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,690,640,580,
E14001023,Wealden,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,630,640,580,
E14001041,Winchester,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,670,640,580,
E14001042,Windsor,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,680,640,580,
E14001046,Witney,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,640,640,580,
E14001047,Woking,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,710,640,580,
E14001048,Wokingham,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,690,640,580,
E14001055,Worthing West,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,550,640,580,
E14001056,Wycombe,E15000008,South East,K02000001,UK,04/11/2019,01/04/2019,650,640,580,
E14000547,Bath,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,650,560,580,
E14000584,Bournemouth East,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,550,560,580,
E14000585,Bournemouth West,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,530,560,580,
E14000595,Bridgwater and West Somerset,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,540,560,580,
E14000599,Bristol East,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,580,560,580,
E14000600,Bristol North West,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000601,Bristol South,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000602,Bristol West,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,650,560,580,
E14000616,Camborne and Redruth,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,480,560,580,
E14000623,Central Devon,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,520,560,580,
E14000630,Cheltenham,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,620,560,580,
E14000635,Chippenham,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000638,Christchurch,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,670,560,580,
E14000665,Devizes,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,540,560,580,
E14000678,East Devon,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,590,560,580,
E14000698,Exeter,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,550,560,580,
E14000702,Filton and Bradley Stoke,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,630,560,580,
E14000705,Forest of Dean,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000712,Gloucester,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,550,560,580,
E14000774,Kingswood,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,560,560,580,
E14000815,Mid Dorset and North Poole,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,560,560,580,
E14000835,Newton Abbot,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,520,560,580,
E14000837,North Cornwall,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,520,560,580,
E14000838,North Devon,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,480,560,580,
E14000839,North Dorset,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,550,560,580,
E14000846,North East Somerset,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000850,North Somerset,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,660,560,580,
E14000851,North Swindon,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000860,North Wiltshire,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,650,560,580,
E14000879,"Plymouth, Moor View",E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,470,560,580,
E14000880,"Plymouth, Sutton and Devonport",E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,490,560,580,
E14000881,Poole,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000912,Salisbury,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,560,560,580,
E14000932,Somerton and Frome,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,580,560,580,
E14000936,South Dorset,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,510,560,580,
E14000938,South East Cornwall,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,510,560,580,
E14000947,South Swindon,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,590,560,580,
E14000950,South West Devon,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14000954,South West Wiltshire,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,530,560,580,
E14000961,St Austell and Newquay,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,490,560,580,
E14000964,St Ives,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,450,560,580,
E14000980,Stroud,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,540,560,580,
E14000988,Taunton Deane,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,540,560,580,
E14000990,Tewkesbury,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,610,560,580,
E14000991,The Cotswolds,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,600,560,580,
E14000994,Thornbury and Yate,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,590,560,580,
E14000996,Tiverton and Honiton,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,510,560,580,
E14000999,Torbay,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,520,560,580,
E14001000,Torridge and West Devon,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,500,560,580,
E14001001,Totnes,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,520,560,580,
E14001003,Truro and Falmouth,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,530,560,580,
E14001026,Wells,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
E14001031,West Dorset,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,540,560,580,
E14001038,Weston-Super-Mare,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,510,560,580,
E14001060,Yeovil,E15000009,South West,K02000001,UK,04/11/2019,01/04/2019,570,560,580,
N06000001,Belfast East,N07000001,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,580,540,580,
N06000002,Belfast North,N07000001,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,490,540,580,
N06000003,Belfast South,N07000001,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,590,540,580,
N06000004,Belfast West,N07000001,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,480,540,580,
N06000005,East Antrim,N07000001,Northern Ireland,K02000001,UK,04/11/2019,01/04/2019,530,540,580,
